year,ceremony,category,film_title,winner_raw,winner_clean,speech_clean,snippet_grading,golden_snippet,plot_hint,redacted_speech,distinctiveness
2011,84,Best Picture,The Artist,"Thomas Langmann, Producer (accompanied on stage by director Michel Hazanavicius and 12 additional members of the cast and crew)","Thomas Langmann, Producer","I want to say thank you from the bottom of my heart to you, members of the Academy, to you, Harvey, not only because we receive tonight the award that any filmmaker would ever dream to receive, but because you're offering me tonight the opportunity to pay tribute to a member of this Academy that I miss so much: the Oscar winner Claude Berri. And he directed movies like ""The Two of Us,"" ""Jean de Florette,"" and produced and worked with directors such as Francis Ford Coppola, Milos Forman, Pedro Almodovar, Roman Polanski. And I always thought and remember, will I ever one day be able to work with such director, a director that could stand in front of these example? And tonight I know I do, because I am the producer of Michel Hazanavicius. And I am glad to be his producer.

MICHEL HAZANAVICIUS:
Okay, thank you. I'd like to say very, very important things. I want to say hi to my kids, and it's six in the morning in Paris so you should go to bed in thirty seconds. I want to say to my wife, Bérénice Bejo, who's here, that I love you. But it's not just that, it's about the movie. You inspired the movie and you're the soul of the movie and the positive feeling of the movie. Thank you for being this in the movie and in my life. And I want to thank three person: I want to thank Billy Wilder. I want to thank Billy Wilder. And I want to thank Billy Wilder. Thank you very much.",3,"""""""I want to say hi to my kids, and it's six in the morning in Paris so you should go to bed in thirty seconds. I want to say to my wife, Bérénice Bejo, who's here, that I love you. But it's not just that, it's about the movie. You inspired the movie and you're the soul of the movie and the positive feeling of the movie. Thank you for being this in the movie and in my life. And I want to thank three person: I want to thank Billy Wilder. I want to thank Billy Wilder. And I want to thank Billy Wilder. Thank you very much.""""""",A professional finds that the most novel way to get ahead is to simply stop talking.,"""""""I want to say thank you from the bottom of my heart to you, members of the Academy, to you, Harvey, not only because we receive tonight the award that any filmmaker would ever dream to receive, but because you're offering me tonight the opportunity to pay tribute to a member of this Academy that I miss so much: the Oscar winner Claude Berri. And he directed movies like ""The Two of Us,"" ""Jean de Florette,"" and produced and worked with directors such as Francis Ford Coppola, Milos Forman, Pedro Almodovar, Roman Polanski. And I always thought and remember, will I ever one day be able to work with such director, a director that could stand in front of these example? And tonight I know I do, because I am the producer of [REDACT: Michel Hazanavicius]. And I am glad to be his producer.

[REDACT: MICHEL HAZANAVICIUS]:
Okay, thank you. I'd like to say very, very important things. I want to say hi to my kids, and it's six in the morning in Paris so you should go to bed in thirty seconds. I want to say to my wife, Bérénice Bejo, who's here, that I love you. But it's not just that, it's about the movie. You inspired the movie and you're the soul of the movie and the positive feeling of the movie. Thank you for being this in the movie and in my life. And I want to thank three person: I want to thank Billy Wilder. I want to thank Billy Wilder. And I want to thank Billy Wilder. Thank you very much.""""""",4
2011,84,Writing (Adapted Screenplay),The Descendants,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,"This is Jim, and this is Nat. I'm Alexander. We bow to our fellow nominees... [Jim Rash imitates presenter Angelina Jolie's pose when she was presenting.] Help, stop the counter... We bow to our fellow nominees. We want to thank Fox Searchlight and producer Jim Burke for all their good works. We share this with George Clooney and the rest of the cast for interpreting our screenplay so generously.  And we also share it, in particular, with Kaui Hart Hemmings, our beautiful Hawaiian flower, for her novel. And on a brief personal note, if I may. My mother is here with me from Omaha and -- hold the applause -- and after watching the show a few years ago she made me promise that if I ever won another Oscar, I had to dedicate it to her just like Javier Bardem did with his mother. So, Mom, this one's for you. S'agapo poli. And thanks for letting me skip nursery school so we could go to the movies. Thanks a lot.",3,"""""""[Jim Rash imitates presenter Angelina Jolie's pose when she was presenting.]""""""","A family trip that, surprisingly, doesn't solve all their problems.","""""""This is Jim, and this is Nat. I'm Alexander. We bow to our fellow nominees... [Jim Rash imitates presenter Angelina Jolie's pose when she was presenting.] Help, stop the counter... We bow to our fellow nominees. We want to thank Fox Searchlight and producer Jim Burke for all their good works. We share this with [REDACT: George Clooney] and the rest of the cast for interpreting our screenplay so generously.  And we also share it, in particular, with Kaui Hart Hemmings, our beautiful Hawaiian flower, for her novel. And on a brief personal note, if I may. My mother is here with me from Omaha and -- hold the applause -- and after watching the show a few years ago she made me promise that if I ever won another Oscar, I had to dedicate it to her just like Javier Bardem did with his mother. So, Mom, this one's for you. S'agapo poli. And thanks for letting me skip nursery school so we could go to the movies. Thanks a lot.""""""",4
2011,84,Writing (Original Screenplay),Midnight in Paris,Written by Woody Allen (not present; accepted by presenter),Written by Woody Allen,[Winner not present.],1,"""""""""""""[Winner not present.]""""""""""""",A tourist has some unexpected opinions about the locals.,"""""""[Winner not present.]""""""",1
2012,85,Actor in a Leading Role,Lincoln,Daniel Day-Lewis,Daniel Day-Lewis,"I really don't know how any of this happened. I do know that I've received so much more than my fair share of good fortune in my life and I'm so grateful to the Academy for this beautiful honor. It's a strange thing because three years ago, before we decided to do a straight swap, I had actually been committed to play Margaret Thatcher... and Meryl was Steven's first choice for Lincoln. And I'd like to see that version. And Steven didn't have to persuade me to play Lincoln but I had to persuade him that perhaps, if I was going to do it, that ""Lincoln"" shouldn't be a musical.

My fellow nominees, my equals, my betters, I'm so proud to have been included as one amongst you. When we got married sixteen years ago – or since we got married sixteen years ago – my wife Rebecca has lived with some very strange men. I mean they were strange as individuals and probably even stranger if taken as a group. But luckily she's the versatile one in the family and she's been the perfect companion to all of them. I'd like to thank Kathy Kennedy, our producer, and through you, Kathy... and through you, our mighty team of co-conspirators. At the apex of that human pyramid there are three men to whom I owe this and a great deal more: Tony Kushner; our beloved skipper Steven Spielberg; and the mysteriously beautiful mind, body and spirit of Abraham Lincoln. For my mother. Thank you so much.",4,"""""""It's a strange thing because three years ago, before we decided to do a straight swap, I had actually been committed to play Margaret Thatcher... and Meryl was [REDACT: Steven's] first choice for [REDACT: Lincoln]. And I'd like to see that version. And [REDACT: Steven] didn't have to persuade me to play [REDACT: Lincoln] but I had to persuade him that perhaps, if I was going to do it, that ""[REDACT: Lincoln]"" shouldn't be a musical.""""""",A meticulous individual attempts to mediate a difficult workplace dispute with some...strong opinions on the matter.,"""""""I really don't know how any of this happened. I do know that I've received so much more than my fair share of good fortune in my life and I'm so grateful to the Academy for this beautiful honor. It's a strange thing because three years ago, before we decided to do a straight swap, I had actually been committed to play Margaret Thatcher... and Meryl was [REDACT: Steven's] first choice for [REDACT: Lincoln]. And I'd like to see that version. And [REDACT: Steven] didn't have to persuade me to play [REDACT: Lincoln] but I had to persuade him that perhaps, if I was going to do it, that ""[REDACT: Lincoln]"" shouldn't be a musical.

My fellow nominees, my equals, my betters, I'm so proud to have been included as one amongst you. When we got married sixteen years ago – or since we got married sixteen years ago – my wife Rebecca has lived with some very strange men. I mean they were strange as individuals and probably even stranger if taken as a group. But luckily she's the versatile one in the family and she's been the perfect companion to all of them. I'd like to thank Kathy Kennedy, our producer, and through you, Kathy... and through you, our mighty team of co-conspirators. At the apex of that human pyramid there are three men to whom I owe this and a great deal more: Tony Kushner; our beloved skipper [REDACT: Steven Spielberg]; and the mysteriously beautiful mind, body and spirit of [REDACT: Abraham Lincoln]. For my mother. Thank you so much.""""""",4
2012,85,Actor in a Supporting Role,Django Unchained,Christoph Waltz,Christoph Waltz,"Thank you. Thank you so much. Mr. De Niro, Mr. Arkin, Mr. Hoffman and Mr. Jones: my respect. My unlimited gratitude goes to ""Dr. King Schultz."" That is, of course, to his creator and the creator of his awe-inspiring world – Quentin Tarantino. And I thank Jamie Foxx and Leo DiCaprio, Sam Jackson and Kerry Washington. I thank Harvey Weinstein and Amy Pascal, Stacey Sher, Reginald Hudlin and Pilar Savone. I thank Adam Schweitzer, Lisa Kasteler. And I thank my friends Jeff Dashnaw and Bill Clark who saved my neck.

We participated in a hero's journey – the hero here being Quentin. And you scaled the mountain because you're not afraid of it. You slay the dragon because you're not afraid of it. And you cross through fire because it's worth it. I borrowed my character's words. Sorry; couldn't resist. Thank you.",3,"""""""We participated in a hero's journey – the hero here being [REDACT: Quentin]. And you scaled the mountain because you're not afraid of it. You slay the dragon because you're not afraid of it. And you cross through fire because it's worth it. I borrowed my character's words. Sorry; couldn't resist.""""""",An extremely polite dentist practices a novel form of dentistry.,"""""""Thank you. Thank you so much. Mr. De Niro, Mr. Arkin, Mr. Hoffman and Mr. Jones: my respect. My unlimited gratitude goes to ""[REDACT: Dr. King Schultz]."" That is, of course, to his creator and the creator of his awe-inspiring world – [REDACT: Quentin Tarantino]. And I thank [REDACT: Jamie Foxx] and [REDACT: Leo DiCaprio], [REDACT: Sam Jackson] and [REDACT: Kerry Washington]. I thank Harvey Weinstein and Amy Pascal, Stacey Sher, Reginald Hudlin and Pilar Savone. I thank Adam Schweitzer, Lisa Kasteler. And I thank my friends Jeff Dashnaw and Bill Clark who saved my neck.

We participated in a hero's journey – the hero here being [REDACT: Quentin]. And you scaled the mountain because you're not afraid of it. You slay the dragon because you're not afraid of it. And you cross through fire because it's worth it. I borrowed my character's words. Sorry; couldn't resist. Thank you.""""""",4
2012,85,Actress in a Leading Role,Silver Linings Playbook,Jennifer Lawrence,Jennifer Lawrence,"Thank you. You guys are just standing up because you feel bad that I fell and that's really embarrassing, but thank you. This is nuts.

Thank you to the Academy and thank you to the women this year. You were so magnificent and so inspiring, and not just those of you in my category. And it has been so amazing getting to know you. And you've been so nice and you've made this experience unforgettable. And thank you to the best producing team: Bruce, Donna, Jon. And to my team at CAA and I/D PR. And Bradley, and our entire cast – Chris, Jacki, Bob – and our crew. And my family. Happy birthday, Emmanuelle. Thank you so much. Thanks.",3,"""""""You guys are just standing up because you feel bad that I fell and that's really embarrassing, but thank you.""""""",A woman tries a novel form of couples therapy involving dance.,"""""""Thank you. You guys are just standing up because you feel bad that I fell and that's really embarrassing, but thank you. This is nuts.

Thank you to the Academy and thank you to the women this year. You were so magnificent and so inspiring, and not just those of you in my category. And it has been so amazing getting to know you. And you've been so nice and you've made this experience unforgettable. And thank you to the best producing team: Bruce, Donna, Jon. And to my team at CAA and I/D PR. And [REDACT: Bradley], and our entire cast – Chris, Jacki, Bob – and our crew. And my family. Happy birthday, Emmanuelle. Thank you so much. Thanks.""""""",3
2012,85,Actress in a Supporting Role,Les Misérables,Anne Hathaway,Anne Hathaway,"It came true. Thank you so much to the Academy for this and for nominating me with Helen Hunt, Jacki Weaver, Amy Adams and Sally Field. I look up to you all so much and it's just been such an honor. Thank you.

There are so many people whose generosity and support is the reason that I'm standing here right now. I must thank Hugh Jackman. Hugh, you're the best. The cast, the crew, especially Simon Hayes and the sound wizards. Congratulations on tonight, you guys. The creative team behind ""Les Misérables"": Cameron Mackintosh, Tom Hooper; from Working Title: Eric Fellner, Tim Bevan, Debra Hayward; and from Universal: Ron Meyer, Donna Langley and Adam Fogelson. Thank you, guys, for your faith and thank you for this opportunity.

I have to thank my team, led by the lionhearted Suzan Bymel. Josh Lieberman, Mick Sullivan, Maha Dakhil… Please say I just said everyone. Josh Lieberman again, just to be safe. Stephen Huvane, Jason Sloane and special contributions by Frank Selvaggi and Kerry Wagner. I want to thank my friends, especially the ones who are cheering from Crosby Street tonight. My family, who I'm so blessed to be a part of. My husband. By far and away, the greatest moment of my life is the one when you walked into it. I love you so much.

And thank you for this. Here's hoping that someday in the not too distant future the misfortunes of ""Fantine"" will only be found in stories and nevermore in real life. Thank you.",3,"""""""By far and away, the greatest moment of my life is the one when you walked into it. I love you so much.""""""","A factory worker experiences a significant career change, and it does not go well.","""""""It came true. Thank you so much to the Academy for this and for nominating me with Helen Hunt, Jacki Weaver, Amy Adams and Sally Field. I look up to you all so much and it's just been such an honor. Thank you.

There are so many people whose generosity and support is the reason that I'm standing here right now. I must thank Hugh Jackman. Hugh, you're the best. The cast, the crew, especially Simon Hayes and the sound wizards. Congratulations on tonight, you guys. The creative team behind ""[REDACT: Les Misérables]"": Cameron Mackintosh, [REDACT: Tom Hooper]; from Working Title: Eric Fellner, Tim Bevan, Debra Hayward; and from Universal: Ron Meyer, Donna Langley and Adam Fogelson. Thank you, guys, for your faith and thank you for this opportunity.

I have to thank my team, led by the lionhearted Suzan Bymel. Josh Lieberman, Mick Sullivan, Maha Dakhil… Please say I just said everyone. Josh Lieberman again, just to be safe. Stephen Huvane, Jason Sloane and special contributions by Frank Selvaggi and Kerry Wagner. I want to thank my friends, especially the ones who are cheering from Crosby Street tonight. My family, who I'm so blessed to be a part of. My husband. By far and away, the greatest moment of my life is the one when you walked into it. I love you so much.

And thank you for this. Here's hoping that someday in the not too distant future the misfortunes of ""[REDACT: Fantine]"" will only be found in stories and nevermore in real life. Thank you.""""""",3
2012,85,Directing,Life of Pi,Ang Lee,Ang Lee,"Thank you. Thank you so much. Thank you, movie god. I really need to share this with all three thousand, everybody worked with me on ""Life of Pi."" I want to thank you for… I really want to thank you for believing this story and share this incredible journey with me. I need to thank Yann Martel for writing this incredible, inspiring book. Everyone at Fox, thank you for taking the leap with me, especially Tom Rothman, Jim Gianopulos and Elizabeth Gabler. My producers: Gil Netter, David Womark, David Lee.

Wonderful cast. Suraj, where are you? You're a miracle. He's playing the young ""Pi,"" carrying the movie. Every one of you in the cast... I cannot waste this time talking about them... I really... you're the golden statue in my heart. I cannot make this movie without the help of Taiwan. We shot there. I want to thank everybody there helped us, especially the city of Taichung. My Indian crew, I love you. My Canadian crew, I love you. My family in Taiwan. My wife, Jane Lin – we'll be married thirty years this summer – I love you. My boys, Han and Mason, thank you for your support. Finally, my agent Carin Sage and lawyer[s] Ira Schreck and Joe Dapello – I have to do that, especially for this movie. It's great to have your support. Thank you, Academy. Xie xie. Namaste.",3,"""""""Thank you. Thank you so much. Thank you, movie god.""""""",A young man's nautical adventure involves unexpectedly close proximity to a large feline.,"""""""Thank you. Thank you so much. Thank you, movie god. I really need to share this with all three thousand, everybody worked with me on ""[REDACT: Life of Pi]."" I want to thank you for… I really want to thank you for believing this story and share this incredible journey with me. I need to thank Yann Martel for writing this incredible, inspiring book. Everyone at Fox, thank you for taking the leap with me, especially Tom Rothman, Jim Gianopulos and Elizabeth Gabler. My producers: Gil Netter, David Womark, David Lee.

Wonderful cast. Suraj, where are you? You're a miracle. He's playing the young ""Pi,"" carrying the movie. Every one of you in the cast... I cannot waste this time talking about them... I really... you're the golden statue in my heart. I cannot make this movie without the help of Taiwan. We shot there. I want to thank everybody there helped us, especially the city of Taichung. My Indian crew, I love you. My Canadian crew, I love you. My family in Taiwan. My wife, Jane Lin – we'll be married thirty years this summer – I love you. My boys, Han and Mason, thank you for your support. Finally, my agent Carin Sage and lawyer[s] Ira Schreck and Joe Dapello – I have to do that, especially for this movie. It's great to have your support. Thank you, Academy. Xie xie. Namaste.""""""",3
2012,85,Best Picture,Argo,"Grant Heslov, Ben Affleck and George Clooney, Producers (accompanied on stage by composer Alexandre Desplat, screenwriter Chris Terrio, exec. producer Chay Carter, and actors Bryan Cranston and Alan Arkin)","Grant Heslov, Ben Affleck and George Clooney, Producers","I know what you're thinking: the three sexiest producers alive. I want to thank the Academy; this is truly an honor. There are literally thousands of people to thank, so thankfully I'm not gonna thank them now. I'm going to thank everybody personally in the next few weeks, but there are a couple of people I want to acknowledge. I want to acknowledge my partner in crime and my great friend, George Clooney, who... Everybody should be so lucky to have a partner who is as talented and as humorous and who has as much integrity. So, thank you, George. I want to thank my beautiful wife Lysa; you make everything better. And to our kids, Maya and Olivia, I love you guys. I hope your old man's not embarrassing you up here. The reason I wanted to speak first – I wanted to speak before Ben – was Ben is a producer on the film and he is also our director. And I thought it would be awkward for Ben to thank himself, but it's not awkward for me. So on behalf of George and myself, I want to thank you, Ben. You directed a hell of a film. Couldn't be more proud of the film; couldn't be more proud of Ben. So ladies and gentlemen, our co-producer and the director of ""Argo"": Ben Affleck.

BEN AFFLECK:
Thank you very much. Thank you very, very much. I know eventually that thing is gonna start to go, so forgive me if this is a little bit quick. I want to acknowledge Steven Spielberg, who I feel is a genius and a towering talent among us. I want to acknowledge the other eight films. There are eight great films that have every right, as much a right to be up here as we do. I want to acknowledge them and thank them for what they did, and for many of them who didn't even get nominated this year.

I want to thank, you know, I mean, Jack McNiece*, and Jerry Speck*, and Marty Brest, and my brother, and my mom and dad, and Patrick Whitesell, and Tony Mendez, who let us do his story. Thank you. And I'm gonna forget – I thank everyone in the movie, on the movie, worked on the movie, did anything with this movie, gets thanked. I want to thank Canada. I want to thank our friends in Iran living in terrible circumstances right now. I want to thank my wife – who I don't normally associate with Iran, but... I want to thank you for working on our marriage for ten Christmases. It's good. It is work but it's the best kind of work, and there's no one I'd rather work with.

And I just want to say, you know, I was here fifteen years ago or something, and, you know, I had no idea what I was doing. I stood out here in front of you all, really just a kid, and I went out, you know, and I never thought that I would be back here. And I am because of so many of you who are here tonight, because of this Academy, because of so many wonderful people who extended themselves to me when they had nothing to benefit from it in Hollywood. You know what I mean? I couldn't get 'em a job. I want to thank them and I want to thank what they taught me, which is that you have to work harder than you think you possibly can. You can't hold grudges. It's hard but you can't hold grudges. And it doesn't matter how you get knocked down in life, because that's gonna happen. All that matters is that you gotta get up. Violet, Sam and Sera, I love you; this is for you.",3,"""""""I want to thank Canada. I want to thank our friends in Iran living in terrible circumstances right now. I want to thank my wife – who I don't normally associate with Iran, but... I want to thank you for working on our marriage for ten Christmases. It's good. It is work but it's the best kind of work, and there's no one I'd rather work with.

And I just want to say, you know, I was here fifteen years ago or something, and, you know, I had no idea what I was doing. I stood out here in front of you all, really just a kid, and I went out, you know, and I never thought that I would be back here. And I am because of so many of you who are here tonight, because of this Academy, because of so many wonderful people who extended themselves to me when they had nothing to benefit from it in Hollywood. You know what I mean? I couldn't get 'em a job. I want to thank them and I want to thank what they taught me, which is that you have to work harder than you think you possibly can. You can't hold grudges. It's hard but you can't hold grudges. And it doesn't matter how you get knocked down in life, because that's gonna happen. All that matters is that you gotta get up.""""""","A group of unreliable narrators decide to put on a show, and somehow, it works out.","""""""I know what you're thinking: the three sexiest producers alive. I want to thank the Academy; this is truly an honor. There are literally thousands of people to thank, so thankfully I'm not gonna thank them now. I'm going to thank everybody personally in the next few weeks, but there are a couple of people I want to acknowledge. I want to acknowledge my partner in crime and my great friend, [REDACT: George Clooney], who... Everybody should be so lucky to have a partner who is as talented and as humorous and who has as much integrity. So, thank you, [REDACT: George]. I want to thank my beautiful wife Lysa; you make everything better. And to our kids, Maya and Olivia, I love you guys. I hope your old man's not embarrassing you up here. The reason I wanted to speak first – I wanted to speak before [REDACT: Ben] – was [REDACT: Ben] is a producer on the film and he is also our director. And I thought it would be awkward for [REDACT: Ben] to thank himself, but it's not awkward for me. So on behalf of [REDACT: George] and myself, I want to thank you, [REDACT: Ben]. You directed a hell of a film. Couldn't be more proud of the film; couldn't be more proud of [REDACT: Ben]. So ladies and gentlemen, our co-producer and the director of ""[REDACT: Argo]"": [REDACT: Ben Affleck].

[REDACT: BEN AFFLECK]:
Thank you very much. Thank you very, very much. I know eventually that thing is gonna start to go, so forgive me if this is a little bit quick. I want to acknowledge Steven Spielberg, who I feel is a genius and a towering talent among us. I want to acknowledge the other eight films. There are eight great films that have every right, as much a right to be up here as we do. I want to acknowledge them and thank them for what they did, and for many of them who didn't even get nominated this year.

I want to thank, you know, I mean, Jack McNiece*, and Jerry Speck*, and Marty Brest, and my brother, and my mom and dad, and Patrick Whitesell, and Tony Mendez, who let us do his story. Thank you. And I'm gonna forget – I thank everyone in the movie, on the movie, worked on the movie, did anything with this movie, gets thanked. I want to thank Canada. I want to thank our friends in Iran living in terrible circumstances right now. I want to thank my wife – who I don't normally associate with Iran, but... I want to thank you for working on our marriage for ten Christmases. It's good. It is work but it's the best kind of work, and there's no one I'd rather work with.

And I just want to say, you know, I was here fifteen years ago or something, and, you know, I had no idea what I was doing. I stood out here in front of you all, really just a kid, and I went out, you know, and I never thought that I would be back here. And I am because of so many of you who are here tonight, because of this Academy, because of so many wonderful people who extended themselves to me when they had nothing to benefit from it in Hollywood. You know what I mean? I couldn't get 'em a job. I want to thank them and I want to thank what they taught me, which is that you have to work harder than you think you possibly can. You can't hold grudges. It's hard but you can't hold grudges. And it doesn't matter how you get knocked down in life, because that's gonna happen. All that matters is that you gotta get up. Violet, Sam and Sera, I love you; this is for you.""""""",4
2012,85,Writing (Adapted Screenplay),Argo,Screenplay by Chris Terrio,Screenplay by Chris Terrio,"I want to say I share this with the other people in my category: Lucy and Benh, and David and David and Tony, brilliant Tony. Thank you for inspiring me.

Thank you, Ben Affleck. Ben, fifteen years ago you were up here with the first screenplay you got made and now you made this film that's brought me up here, and it's a gift and I can never repay it. And thank you, I love you. I want to thank Warner Bros. Everybody at Smokehouse: George, Grant, Nina. I want to thank my mom and dad, my friends who prop me up every day in all this. Josh Bearman. And I want to dedicate this to a man named Tony Mendez. Thirty-three years ago, Tony, using nothing but his creativity and his intelligence, got six people out of a very bad situation. And so I want to dedicate this to him and the Taylors and the Sheardowns and people all over the world in the U.S., in Canada, in Iran, who use creativity and intelligence to solve problems non-violently. Thank you.",3,"""""""Thirty-three years ago, Tony, using nothing but his creativity and his intelligence, got six people out of a very bad situation. And so I want to dedicate this to him and the Taylors and the Sheardowns and people all over the world in the U.S., in Canada, in Iran, who use creativity and intelligence to solve problems non-violently.""""""","A group of method actors go to great lengths for their roles, perhaps a little too far.","""""""I want to say I share this with the other people in my category: Lucy and Benh, and David and David and Tony, brilliant Tony. Thank you for inspiring me.

Thank you, [REDACT: Ben Affleck]. [REDACT: Ben], fifteen years ago you were up here with the first screenplay you got made and now you made [REDACT: this film] that's brought me up here, and it's a gift and I can never repay it. And thank you, I love you. I want to thank Warner Bros. Everybody at Smokehouse: George, Grant, Nina. I want to thank my mom and dad, my friends who prop me up every day in all this. Josh Bearman. And I want to dedicate this to a man named Tony Mendez. Thirty-three years ago, Tony, using nothing but his creativity and his intelligence, got six people out of a very bad situation. And so I want to dedicate this to him and the Taylors and the Sheardowns and people all over the world in the U.S., in Canada, in Iran, who use creativity and intelligence to solve problems non-violently. Thank you.""""""",4
2012,85,Writing (Original Screenplay),Django Unchained,Written by Quentin Tarantino,Written by Quentin Tarantino,"That's cool, Charlize is my neighbor. Very nice to get this from you. Thank you, Mr. Hoffman.

Boy, oh boy. You know, I've been saying things like I want to thank the actors for what they've done when it comes to my script. But... it's not just an easy thing to say. It really is why I'm standing here. I actually think if people are like... knowing about my movies thirty or fifty years from now it's gonna be because of the characters that I created. And I really only got one chance to get it right. I have to cast the right people to make those characters come alive and hopefully live for a long time. And, boy, this time did I do it. Thank you so much, guys! [pointing to a section of the audience]. [Music begins to play.]  Leo isn't over there but I'm thanking him, too. Okay, I know; I'm gettin' off, I'm gettin' off – but one last thing. [Music has stopped.] I would like to say that it's such an honor to get it this year. Because I have to say, in both the original and the adapted categories, the writing is just fantastic! This will be the writers' year, man. Thank you very much. I love the competition. You guys are all wonderful. Peace out.",3,"""""""You know, I've been saying things like I want to thank the actors for what they've done when it comes to my script. But... it's not just an easy thing to say. It really is why I'm standing here. I actually think if people are like... knowing about my movies thirty or fifty years from now it's gonna be because of the characters that I created. And I really only got one chance to get it right. I have to cast the right people to make those characters come alive and hopefully live for a long time. And, boy, this time did I do it.""""""",A dentist decides to change careers and help a freed slave find his wife.,"""""""That's cool, Charlize is my neighbor. Very nice to get this from you. Thank you, Mr. Hoffman.

Boy, oh boy. You know, I've been saying things like I want to thank the actors for what they've done when it comes to my script. But... it's not just an easy thing to say. It really is why I'm standing here. I actually think if people are like... knowing about my movies thirty or fifty years from now it's gonna be because of the characters that I created. And I really only got one chance to get it right. I have to cast the right people to make those characters come alive and hopefully live for a long time. And, boy, this time did I do it. Thank you so much, guys! [pointing to a section of the audience]. [Music begins to play.]  Leo isn't over there but I'm thanking him, too. Okay, I know; I'm gettin' off, I'm gettin' off – but one last thing. [Music has stopped.] I would like to say that it's such an honor to get it this year. Because I have to say, in both the original and the adapted categories, the writing is just fantastic! This will be the writers' year, man. Thank you very much. I love the competition. You guys are all wonderful. Peace out.""""""",4
